"","X.1","X","net","net_index","Start_hh","Start_mm","End_hh","End_mm","Year","Month","Day","Date","Week","Season","Fisherman","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Duration","Gambari_net","Distance_from_shore_km","depth_meter","new_site","new_direction","Lat_shore","lon_shore","perpendicular","Lon_final","Lat_final","loc_DEPTH","Nra","Sco","Sig","Ssi","Umo","Upo","mtc"
"15210",15210,15210,3415,"3415_13_1_2018",12,30,"17","0",2018,1,13,"2018-01-13",2,"winter","Michael","Ashkelon N",NA,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,NA,"Ashkelon","N",31.68,34.56,306,NA,NA,NA,30,3,0,0,0,0,28
"15211",15211,15211,3742,"3742_6_6_2018",11,15,"17","0",2018,6,6,"2018-06-06",23,"summer","Michael","Ashkelon N",25,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.75,NA,NA,45,"Ashkelon","N",31.68,34.56,306,34.52586,31.7012,33.23313,10,0,0,0,0,0,28
"15212",15212,15212,2685,"2685_23_2_2017",12,30,"15","45",2017,2,23,"2017-02-23",8,"winter","Levi","Ashkelon N",25,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.25,NA,NA,45,"Ashkelon","N",31.68,34.56,306,34.51477,31.70809,32.98172,15,0,0,0,0,0,28
"15213",15213,15213,1831,"1831_2_12_2015",16,0,"18","15",2015,12,2,"2015-12-02",48,"winter","Michael","Ashkelon N",21,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.25,NA,NA,37.8,"Ashkelon","N",31.68,34.56,306,34.49,31.72345,37.09171,20,0,0,0,5,0,27.0187
"15214",15214,15214,1466,"1466_3_8_2015",15,0,"19","15",2015,8,3,"2015-08-03",31,"summer","Michael","Ashkelon N",23,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.25,NA,NA,41.4,"Ashkelon","N",31.68,34.56,306,34.55573,31.68265,NA,3,0,0,0,0,0,28
"15215",15215,15215,3500,"3500_22_2_2018",0,15,NA,NA,2018,2,22,"2018-02-22",8,"winter","Levi","Ashkelon N",16,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,NA,TRUE,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53355,31.69643,29.91477,0,0,0,0,0,0,NA
"15216",15216,15216,3786,"3786_20_6_2018",15,0,"19","45",2018,6,20,"2018-06-20",25,"summer","Michael","Ashkelon N",19,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.75,NA,NA,34.2,"Ashkelon","N",31.68,34.56,306,34.5122,31.70968,34.00789,12.5,0,0,0,0,0,28
"15217",15217,15217,2689,"2689_26_2_2017",14,45,"19","45",2017,2,26,"2017-02-26",9,"winter","Michael","Ashkelon N",24,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5,NA,NA,43.2,"Ashkelon","N",31.68,34.56,306,34.54976,31.68636,3.137444,15,0,0,0,0,0,28
"15218",15218,15218,2486,"2486_29_11_2016",18,30,"0","0",2016,11,29,"2016-11-29",48,"autumn","Levi","Ashkelon N",16.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.5,TRUE,NA,29.7,"Ashkelon","N",31.68,34.56,306,34.53269,31.69696,29.91477,10,0,0,0,0,0,28
"15219",15219,15219,90,"90_31_10_2013",14,45,"17","30",2013,10,31,"2013-10-31",44,"autumn","Doli","Ashkelon N",19,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.75,NA,NA,34.2,"Ashkelon","N",31.68,34.56,306,34.51135,31.71021,34.00789,30,0,0,0,20,0,26.03739
"15220",15220,15220,2813,"2813_9_5_2017",11,0,"17","0",2017,5,9,"2017-05-09",19,"spring","Michael","Ashkelon N",20,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,6,NA,NA,36,"Ashkelon","N",31.68,34.56,306,34.49598,31.71974,35.87667,5,0,0,0,0,0,28
"15221",15221,15221,2566,"2566_3_1_2017",6,45,"12","0",2017,1,3,"2017-01-03",1,"winter","Michael","Ashkelon N",24,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,NA,NA,43.2,"Ashkelon","N",31.68,34.56,306,34.54635,31.68848,13.15376,60,0,0,0,0,0,28
"15222",15222,15222,176,"176_27_11_2013",17,30,"22","30",2013,11,27,"2013-11-27",48,"autumn","Doli","Ashkelon S",30,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",TRUE,5,NA,NA,54,"Ashkelon","S",31.68,34.56,306,34.51135,31.71021,34.00789,0,0,0,0,0,0,NA
"15223",15223,15223,3383,"3383_28_12_2017",7,30,"11","0",2017,12,28,"2017-12-28",52,"winter","Levi","Ashkelon N",15,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,NA,27,"Ashkelon","N",31.68,34.56,306,34.53525,31.69537,26.7161,0,30,0,0,0,0,28
"15224",15224,15224,2329,"2329_29_9_2016",12,45,"18","0",2016,9,29,"2016-09-29",39,"autumn","Michael","Ashkelon N",NA,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,NA,NA,NA,"Ashkelon","N",31.68,34.56,306,NA,NA,NA,20,40,0,0,20,0,26.77337
"15225",15225,15225,2534,"2534_17_12_2016",23,30,"3","0",2016,12,17,"2016-12-17",51,"winter","Levi","Ashkelon N",22.5,48,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,86.4,40.5,"Ashkelon","N",31.68,34.56,306,34.48061,31.72927,40.18326,30,0,0,0,0,0,28
"15226",15226,15226,1843,"1843_6_12_2015",12,15,"16","45",2015,12,6,"2015-12-06",49,"winter","Michael","Ashkelon N",24.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,44.1,"Ashkelon","N",31.68,34.56,306,34.47207,31.73457,44.51128,1,0,0,0,12.5,0,23.45693
"15227",15227,15227,1968,"1968_11_2_2016",7,0,"11","30",2016,2,11,"2016-02-11",6,"winter","Levi","Ashkelon S",18,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,32.4,"Ashkelon","S",31.68,34.56,306,34.53269,31.69696,29.91477,20,5,0,0,0,10,27.07837
"15228",15228,15228,3348,"3348_16_12_2017",12,0,"16","45",2017,12,16,"2017-12-16",50,"winter","Michael","Ashkelon N",20,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.75,TRUE,NA,36,"Ashkelon","N",31.68,34.56,306,34.49598,31.71974,35.87667,20,3,0,0,0,0,28
"15229",15229,15229,1766,"1766_14_11_2015",17,30,"23","15",2015,11,14,"2015-11-14",46,"autumn","Levi","Ashkelon N",14.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.75,TRUE,NA,26.1,"Ashkelon","N",31.68,34.56,306,34.53611,31.69484,26.7161,0,0,0,0,0,0,NA
"15230",15230,15230,3025,"3025_10_9_2017",14,30,"19","0",2017,9,10,"2017-09-10",37,"autumn","Michael","Ashkelon N",21,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,37.8,"Ashkelon","N",31.68,34.56,306,34.50879,31.7118,34.75508,10,10,0,0,5,0,27.0187
"15231",15231,15231,316,"316_23_2_2014",23,0,"4","0",2014,2,23,"2014-02-23",8,"winter","Doli","Ashkelon N",NA,7,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5,NA,12.6,NA,"Ashkelon","N",31.68,34.56,306,34.45242,31.74675,54.77039,0,0,0,0,0,0,NA
"15232",15232,15232,2097,"2097_15_4_2016",15,45,"19","30",2016,4,15,"2016-04-15",16,"spring","Michael","Ashkelon N",24,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.75,NA,NA,43.2,"Ashkelon","N",31.68,34.56,306,34.51733,31.7065,32.78677,10,0,0,0,0,0,28
"15233",15233,15233,360,"360_15_3_2014",17,15,"22","30",2014,3,15,"2014-03-15",11,"spring","Levi","Ashkelon N",28,NA,"22-34F. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,NA,NA,50.4,"Ashkelon","N",31.68,34.56,306,34.54549,31.68901,13.15376,10,0,0,0,5,0,26.3645
"15234",15234,15234,2911,"2911_7_6_2017",1,45,"5","30",2017,6,7,"2017-06-07",23,"summer","Levi","Ashkelon N",16.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.75,TRUE,NA,29.7,"Ashkelon","N",31.68,34.56,306,34.53355,31.69643,29.91477,0,0,0,0,0,0,NA
"15235",15235,15235,3313,"3313_4_12_2017",19,0,"0","15",2017,12,4,"2017-12-04",49,"winter","Levi","Ashkelon S",16.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,TRUE,NA,29.7,"Ashkelon","S",31.68,34.56,306,34.53269,31.69696,29.91477,5,0,0,0,0,0,28
"15236",15236,15236,1812,"1812_26_11_2015",12,15,"17","0",2015,11,26,"2015-11-26",48,"autumn","Michael","Ashkelon N",25,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.75,NA,NA,45,"Ashkelon","N",31.68,34.56,306,34.53867,31.69325,24.17092,30,0,0,0,10,0,26.77337
"15237",15237,15237,502,"502_9_5_2014",18,0,"20","0",2014,5,9,"2014-05-09",19,"spring","Levi","Ashkelon N W",14,48,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2,NA,86.4,25.2,"Ashkelon","N W",31.68,34.56,306,34.55317,31.68424,NA,0,0,0,0,5,5,23.93389
"15238",15238,15238,2102,"2102_19_4_2016",14,30,"18","30",2016,4,19,"2016-04-19",16,"spring","Michael","Ashkelon N",28,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,NA,NA,50.4,"Ashkelon","N",31.68,34.56,306,34.55147,31.6853,3.137444,12.5,0,0,0,10,0,25.81933
"15239",15239,15239,1530,"1530_23_8_2015",7,0,"11","30",2015,8,23,"2015-08-23",34,"summer","Michael","Ashkelon S",22,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,39.6,"Ashkelon","S",31.68,34.56,306,34.5122,31.70968,34.00789,5,0,0,0,2,0,26.59814
"15240",15240,15240,2629,"2629_31_1_2017",11,0,"14","30",2017,1,31,"2017-01-31",5,"winter","Michael","Ashkelon N",16,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53269,31.69696,29.91477,30,0,0,0,0,0,28
"15241",15241,15241,3731,"3731_30_5_2018",2,0,"5","45",2018,5,30,"2018-05-30",22,"spring","Levi","Ashkelon N",16,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.75,NA,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53355,31.69643,29.91477,0,0,0,0,0,0,NA
"15242",15242,15242,1207,"1207_2_3_2015",19,0,"0","30",2015,3,2,"2015-03-02",9,"spring","Levi","Ashkelon S",18,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.5,TRUE,NA,32.4,"Ashkelon","S",31.68,34.56,306,34.54123,31.69166,22.2678,30,0,0,0,0,5,27.53919
"15243",15243,15243,2959,"2959_23_8_2017",12,45,"16","45",2017,8,23,"2017-08-23",34,"summer","Michael","Ashkelon N",21,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,NA,NA,37.8,"Ashkelon","N",31.68,34.56,306,34.51903,31.70544,33.06279,5,15,0,0,10,0,26.3645
"15244",15244,15244,508,"508_11_5_2014",13,45,"17","0",2014,5,11,"2014-05-11",19,"spring","Levi","Ashkelon N N",22,NA,"University. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.25,NA,NA,39.6,"Ashkelon","N N",31.68,34.56,306,34.50025,31.71709,35.4943,0,0,0,0,0,0,NA
"15245",15245,15245,3178,"3178_25_10_2017",13,45,"18","15",2017,10,25,"2017-10-25",43,"autumn","Levi","Ashkelon N",22,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,39.6,"Ashkelon","N",31.68,34.56,306,34.54891,31.68689,7.195869,20,10,0,0,15,0,26.3645
"15246",15246,15246,465,"465_27_4_2014",12,30,"15","45",2014,4,27,"2014-04-27",17,"spring","Levi","Ashkelon N",22,NA,"University. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.25,NA,NA,39.6,"Ashkelon","N",31.68,34.56,306,34.53269,31.69696,29.91477,0,0,0,0,0,0,NA
"15247",15247,15247,2515,"2515_9_12_2016",15,0,"18","30",2016,12,9,"2016-12-09",50,"winter","Michael","Ashkelon N",21.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,NA,38.7,"Ashkelon","N",31.68,34.56,306,34.48573,31.7261,38.64125,35,0,0,0,0,0,28
"15248",15248,15248,766,"766_6_9_2014",1,0,"3","30",2014,9,6,"2014-09-06",36,"autumn","Levi","Ashkelon N",NA,22,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.5,TRUE,39.6,NA,"Ashkelon","N",31.68,34.56,306,34.22136,31.88947,NA,0,0,0,0,0,0,NA
"15249",15249,15249,1500,"1500_16_8_2015",16,0,"20","15",2015,8,16,"2015-08-16",33,"summer","Michael","Ashkelon N",21,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.25,NA,NA,37.8,"Ashkelon","N",31.68,34.56,306,34.51306,31.70915,32.98172,10,0,0,0,0,0,28
"15250",15250,15250,122,"122_11_11_2013",9,45,"13","15",2013,11,11,"2013-11-11",45,"autumn","Doli","Ashkelon S",34,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,NA,61.2,"Ashkelon","S",31.68,34.56,306,34.44473,31.75151,60.85652,0,0,0,0,10,0,23.09349
"15251",15251,15251,1381,"1381_7_7_2015",21,15,"5","15",2015,7,7,"2015-07-07",27,"summer","Levi","Ashkelon N",16,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,8,TRUE,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53269,31.69696,29.91477,0,0,0,0,0,0,NA
"15252",15252,15252,3823,"3823_5_9_2018",13,30,"19","0",2018,9,5,"2018-09-05",36,"autumn","Michael","Ashkelon N",20,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.5,NA,NA,36,"Ashkelon","N",31.68,34.56,306,34.49513,31.72027,35.87667,15,5,0,0,0,0,28
"15253",15253,15253,522,"522_14_5_2014",1,0,"5","0",2014,5,14,"2014-05-14",20,"spring","Doli","Ashkelon S",12,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,TRUE,NA,21.6,"Ashkelon","S",31.68,34.56,306,34.54037,31.69219,22.2678,0,0,0,0,0,0,NA
"15254",15254,15254,1872,"1872_13_12_2015",0,45,"3","30",2015,12,13,"2015-12-13",50,"winter","Levi","Ashkelon N",14.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.75,TRUE,NA,26.1,"Ashkelon","N",31.68,34.56,306,34.53611,31.69484,26.7161,0,0,0,0,0,0,NA
"15255",15255,15255,478,"478_30_4_2014",18,30,"19","45",2014,4,30,"2014-04-30",18,"spring","Levi","Ashkelon S",16,24,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,1.25,NA,43.2,28.8,"Ashkelon","S",31.68,34.56,306,34.53355,31.69643,29.91477,10,0,0,0,0,30,25.58072
"15256",15256,15256,3701,"3701_17_5_2018",16,30,"21","0",2018,5,17,"2018-05-17",20,"spring","Levi","Ashkelon N",16,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53269,31.69696,29.91477,20,0,15,0,2.5,0,27.2729
"15257",15257,15257,1142,"1142_3_2_2015",11,45,"6","0",2015,2,3,"2015-02-03",5,"winter","Michael","Ashkelon N",27.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,18.25,NA,NA,49.5,"Ashkelon","N",31.68,34.56,306,34.46096,31.74145,49.68599,30,0,0,0,0,0,28
"15258",15258,15258,357,"357_14_3_2014",3,0,"6","30",2014,3,14,"2014-03-14",11,"spring","Levi","Ashkelon N",21,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,NA,37.8,"Ashkelon","N",31.68,34.56,306,34.50794,31.71233,34.89012,20,0,0,0,10,0,26.3645
"15259",15259,15259,2244,"2244_30_8_2016",15,0,"20","0",2016,8,30,"2016-08-30",35,"summer","Levi","Ashkelon N",24.5,30,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5,NA,54,44.1,"Ashkelon","N",31.68,34.56,306,34.47121,31.7351,44.51128,20,0,0,0,2.5,0,27.45483
"15260",15260,15260,3505,"3505_23_2_2018",0,30,"6","15",2018,2,23,"2018-02-23",8,"winter","Levi","Ashkelon N",17,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.75,TRUE,NA,30.6,"Ashkelon","N",31.68,34.56,306,34.53355,31.69643,29.91477,10,0,0,0,0,0,28
"15261",15261,15261,1796,"1796_22_11_2015",11,30,"16","30",2015,11,22,"2015-11-22",47,"autumn","Michael","Ashkelon N",32,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5,NA,NA,57.6,"Ashkelon","N",31.68,34.56,306,34.449,31.74886,56.93692,10,5,0,0,20,0,25.19628
"15262",15262,15262,1471,"1471_4_8_2015",17,15,"20","15",2015,8,4,"2015-08-04",31,"summer","Michael","Ashkelon N",20,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3,NA,NA,36,"Ashkelon","N",31.68,34.56,306,34.49598,31.71974,35.87667,5,0,0,0,0,0,28
"15263",15263,15263,1430,"1430_22_7_2015",1,30,"5","30",2015,7,22,"2015-07-22",29,"summer","Levi","Ashkelon N",17.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,TRUE,NA,31.5,"Ashkelon","N",31.68,34.56,306,34.53781,31.69378,24.17092,10,0,0,0,0,0,28
"15264",15264,15264,1800,"1800_23_11_2015",14,15,"19","0",2015,11,23,"2015-11-23",47,"autumn","Michael","Ashkelon N",27.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.75,NA,NA,49.5,"Ashkelon","N",31.68,34.56,306,34.45925,31.74251,49.68599,45,4,0,0,2,0,27.80759
"15265",15265,15265,3385,"3385_28_12_2017",16,15,"21","30",2017,12,28,"2017-12-28",52,"winter","Levi","Ashkelon N",16,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,NA,NA,28.8,"Ashkelon","N",31.68,34.56,306,34.53184,31.69749,29.91477,35,0,0,0,0,0,28
"15266",15266,15266,2251,"2251_1_9_2016",15,15,"19","15",2016,9,1,"2016-09-01",35,"autumn","Michael","Ashkelon N",27,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,NA,NA,48.6,"Ashkelon","N",31.68,34.56,306,34.48573,31.7261,38.64125,20,0,0,0,12.5,0,26.11288
"15267",15267,15267,536,"536_17_5_2014",1,0,"5","15",2014,5,17,"2014-05-17",20,"spring","Doli","Ashkelon S",12.5,7,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.25,TRUE,12.6,22.5,"Ashkelon","S",31.68,34.56,306,34.54123,31.69166,22.2678,0,0,0,0,0,0,NA
"15268",15268,15268,2413,"2413_31_10_2016",11,45,"17","0",2016,10,31,"2016-10-31",44,"autumn","Michael","Ashkelon N",25.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,NA,NA,45.9,"Ashkelon","N",31.68,34.56,306,34.46865,31.73669,45.72832,20,0,0,0,45,0,24.60318
"15269",15269,15269,3760,"3760_11_6_2018",11,15,"16","45",2018,6,11,"2018-06-11",24,"summer","Michael","Ashkelon N",21,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.5,NA,NA,37.8,"Ashkelon","N",31.68,34.56,306,34.54464,31.68954,15.28323,13.3,0,0,0,0,0,28
"15270",15270,15270,1848,"1848_7_12_2015",12,0,"17","0",2015,12,7,"2015-12-07",49,"winter","Michael","Ashkelon N",28,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5,NA,NA,50.4,"Ashkelon","N",31.68,34.56,306,34.49,31.72345,37.09171,10,0,0,0,10,0,25.54674
"15271",15271,15271,2390,"2390_25_10_2016",17,0,"19","15",2016,10,25,"2016-10-25",43,"autumn","Levi","Ashkelon N",15,48,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.25,NA,86.4,27,"Ashkelon","N",31.68,34.56,306,34.53611,31.69484,26.7161,0,5,0,0,0,0,28
"15272",15272,15272,829,"829_7_10_2014",16,0,"19","30",2014,10,7,"2014-10-07",40,"autumn","Levi","Ashkelon N",NA,32,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.5,NA,57.6,NA,"Ashkelon","N",31.68,34.56,306,34.06693,31.98438,NA,10,40,0,0,0,0,28
"15273",15273,15273,3314,"3314_4_12_2017",1,0,"6","15",2017,12,4,"2017-12-04",49,"winter","Levi","Ashkelon N",NA,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,TRUE,NA,NA,"Ashkelon","N",31.68,34.56,306,NA,NA,NA,10,0,0,0,0,0,28
"15274",15274,15274,2337,"2337_5_10_2016",2,30,"2","30",2016,10,5,"2016-10-05",40,"autumn","Levi","Ashkelon N",18.5,32,"NA. Many broun crabs",FALSE,FALSE,FALSE,"FALSE",FALSE,0,TRUE,57.6,33.3,"Ashkelon","N",31.68,34.56,306,34.52672,31.70067,33.23313,30,0,0,0,0,0,28
"15275",15275,15275,1115,"1115_25_1_2015",15,0,"17","30",2015,1,25,"2015-01-25",4,"winter","Levi","Ashkelon N",18,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.5,NA,NA,32.4,"Ashkelon","N",31.68,34.56,306,34.54976,31.68636,3.137444,0,0,0,0,0,0,NA
"15276",15276,15276,359,"359_15_3_2014",12,30,"16","45",2014,3,15,"2014-03-15",11,"spring","Levi","Ashkelon S",22,NA,"18-26F. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.25,NA,NA,39.6,"Ashkelon","S",31.68,34.56,306,34.52672,31.70067,33.23313,10,0,0,0,15,0,25.05609
"15277",15277,15277,1488,"1488_11_8_2015",16,0,"20","30",2015,8,11,"2015-08-11",32,"summer","Levi","Ashkelon S",22,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,NA,39.6,"Ashkelon","S",31.68,34.56,306,34.54379,31.69007,18.04903,10,0,0,0,10,0,25.54674
"15278",15278,15278,2871,"2871_25_5_2017",11,15,"17","15",2017,5,25,"2017-05-25",21,"spring","Michael","Ashkelon N",20.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,6,NA,NA,36.9,"Ashkelon","N",31.68,34.56,306,34.49513,31.72027,35.87667,10,0,0,0,0,0,28
"15279",15279,15279,2344,"2344_7_10_2016",16,45,"21","0",2016,10,7,"2016-10-07",41,"autumn","Michael","Ashkelon N",23.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.25,NA,NA,42.3,"Ashkelon","N",31.68,34.56,306,34.47719,31.73139,42.75537,30,20,0,0,0,0,28
"15280",15280,15280,634,"634_18_7_2014",19,15,"23","15",2014,7,18,"2014-07-18",29,"summer","Levi","Ashkelon N",22,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,NA,NA,39.6,"Ashkelon","N",31.68,34.56,306,34.52757,31.70014,32.85207,7.5,0,0,0,0,0,28
"15281",15281,15281,2466,"2466_24_11_2016",13,0,"18","15",2016,11,24,"2016-11-24",47,"autumn","Michael","Ashkelon N",24,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.25,NA,NA,43.2,"Ashkelon","N",31.68,34.56,306,34.4789,31.73033,41.69284,35,0,0,0,5,0,27.38669
"15282",15282,15282,2223,"2223_23_8_2016",12,0,"16","45",2016,8,23,"2016-08-23",34,"summer","Michael","Ashkelon N",23,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.75,NA,NA,41.4,"Ashkelon","N",31.68,34.56,306,34.54891,31.68689,7.195869,40,0,0,0,25,0,26.11288
"15283",15283,15283,1573,"1573_2_9_2015",13,30,"19","15",2015,9,2,"2015-09-02",35,"autumn","Michael","Ashkelon N",24,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.75,NA,NA,43.2,"Ashkelon","N",31.68,34.56,306,34.53355,31.69643,29.91477,5,0,0,0,0,0,28
"15284",15284,15284,173,"173_26_11_2013",21,0,"2","45",2013,11,26,"2013-11-26",48,"autumn","Doli","Ashkelon S",40,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5.75,NA,NA,72,"Ashkelon","S",31.68,34.56,306,34.43191,31.75945,72.00029,0,0,0,0,0,0,NA
"15285",15285,15285,388,"388_25_3_2014",0,30,"3","30",2014,3,25,"2014-03-25",12,"spring","Doli","Ashkelon N",13,11,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3,TRUE,19.8,23.4,"Ashkelon","N",31.68,34.56,306,34.53867,31.69325,24.17092,0,0,0,0,0,0,NA
"15286",15286,15286,2268,"2268_6_9_2016",12,15,"17","15",2016,9,6,"2016-09-06",36,"autumn","Michael","Ashkelon N",26.5,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,5,NA,NA,47.7,"Ashkelon","N",31.68,34.56,306,34.46267,31.74039,47.89455,15,5,0,0,15,0,25.89721
"15287",15287,15287,1049,"1049_25_12_2014",6,15,"10","0",2014,12,25,"2014-12-25",52,"winter","Michael","Ashkelon S",18.25,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,3.75,NA,NA,32.85,"Ashkelon","S",31.68,34.56,306,34.54464,31.68954,15.28323,5,0,0,0,5,0,25.54674
"15288",15288,15288,2394,"2394_26_10_2016",12,0,"16","30",2016,10,26,"2016-10-26",43,"autumn","Levi","Ashkelon N",23,30,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4.5,NA,54,41.4,"Ashkelon","N",31.68,34.56,306,34.51477,31.70809,32.98172,20,0,0,0,20,0,25.54674
"15289",15289,15289,35,"35_13_10_2013",11,0,"15","0",2013,10,13,"2013-10-13",41,"autumn","Levi","Ashkelon W",24,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,4,NA,NA,43.2,"Ashkelon","W",31.68,34.56,306,34.48061,31.72927,40.18326,0,0,0,0,30,0,23.09349
"15290",15290,15290,293,"293_30_1_2014",15,45,"18","0",2014,1,30,"2014-01-30",5,"winter","Doli","Ashkelon N",28,NA,"NA. NA",FALSE,FALSE,FALSE,"FALSE",FALSE,2.25,NA,NA,50.4,"Ashkelon","N",31.68,34.56,306,34.55488,31.68318,NA,0,0,0,0,0,0,NA
